cityid,hotelname,locality,starrating,rent,freebreakfast,freewifi,pincode,hasswimmingpool,hoteldescription
140,FabHotel Twin Tree Naraina,"A-19, Naraina Vihar, Near Audi showroom, New Delhi, 110018, India",3,3073,f,t,110018,f,3-star hotel in West Delhi with restaurant
140,Florence Inn,"15A/6,W.E.A,Puja Park,Near Metro Station, Karol Bagh,New Delhi,Delhi N.C.R,India",3,3387,t,t,110005,f,City-center Karol Bagh hotel with restaurant
140,"Fortune Inn Grazia, Noida","Block I, Plot 1A, Sector - 27, Noida, Uttar Pradesh, 201 301 India",5,8672,t,t,201301,t,"Luxury hotel in Noida with 2 restaurants, outdoor pool"
140,Fortune Select Excalibur,"Main Sohna Road, Sector 49, Gurgaon, Delhi N.C.R, India",4,5574,t,t,122002,t,"4-star hotel in Gurgaon with outdoor pool, bar/lounge"
140,Fortune Select Global Gurgaon,"Global Arcade, Mehrauli-Gurgaon Road, Near Cyber City, Gurgaon, Haryana, India",4,5100,t,t,122002,t,"4-star hotel in DLF City with outdoor pool, restaurant"
140,Galaxy Hotel & Spa,"National Highway - 8 I Sector, Gurgaon, Delhi N.C.R, India",4,5062,t,t,122001,t,"Luxury hotel in Gurgaon with 5 restaurants, spa"
140,Ginger Faridabad,"Fun City Mall, Ajronda Chowk, Main Mathura Road, Faridabad, Delhi N.C.R",3,2812,f,t,121001,f,City-center Faridabad hotel with restaurant
140,Goodwill hotel,"E-82, Main Road, Greater Kailash Part I, New Delhi",3.5,3063,f,t,110048,f,Adults-only hotel
140,HCarlton Hotel,Khasra No. 538 Chandan Hulla,3.5,5231,t,t,110074,t,"New Delhi hotel with restaurant, conference center"
140,Haut Monde by PI Hotels,"Sec-15, Jharsa Road, Exit-09, Gurgaon, Delhi N.C.R, India",4,3385,t,t,122001,t,"4-star hotel in Gurgaon with outdoor pool, restaurant"
140,Hilton Garden Inn New Delhi/Saket,"A4, DLF Place, Saket District Centre, New Delhi, Delhi N.C.R, 110017 India",4,7656,t,t,110017,t,"4-star hotel in New Delhi with outdoor pool, restaurant"
140,Holiday Inn New Delhi Mayur Vihar Noida,"13A Mayur Vihar, District Centre, New Delhi, Delhi N.C.R, 110091 India",5,4932,t,t,110091,t,"Luxury hotel in East Delhi with outdoor pool, health club"
140,Hotel Ajanta,"36 Arakashan Road, Ram Nagar, New Delhi, Delhi N.C.R",3,2363,f,t,110055,f,"3-star hotel with restaurant, near Jantar Mantar"
140,Hotel Amax Inn,"8145/6, Arakashan Road, Pahar Ganj, New Delhi, Delhi N.C.R",2.5,1008,f,t,110055,f,"Hotel with restaurant, near Jama Masjid"
140,Hotel Aster Inn,"1078-80, Hardhyan Singh Road, Naiwalan, Karol Bagh, New Delhi, Delhi N.C.R",3,1970,t,t,110005,f,"3-star hotel with conference center, near Jantar Mantar"
140,Hotel BB Palace,"2638/2642 Bank Street Guru Dwara Road, Karol Bagh, New Delhi, Delhi N.C.R, 431813 India",3.5,2014,f,t,110005,f,City-center hotel in New Delhi with 2 restaurants
140,Hotel Blue Sapphire,"3351 - 54, Christian Colony, Bank Street, Karol Bagh, New Delhi, Delhi N.C.R",2.5,1447,f,t,110005,f,"Central Delhi hotel with restaurant, bar/lounge"
140,Hotel Broadway,"4/15 A Asaf Ali Road, New Delhi, Delhi N.C.R, 110003 India",3.5,3291,t,t,110003,f,"3.5-star hotel with restaurant, near Red Fort"
140,Hotel Cabana Pahar ganj,"2313 Behind Imperial Cinema, Near RK Ashram Metro Station, Paharganj, New Delhi, Delhi N.C.R, 110055, India",3,2700,f,t,110055,f,"3-star hotel with restaurant, near Jantar Mantar"
140,Hotel City Star,"8718 D.B. Gupta Road Paharganj, New Delhi, Delhi N.C.R, 110055, India",3,3257,t,t,110055,f,"3-star hotel with restaurant, near Jama Masjid"
140,Hotel Cosy Palace,B-11 East of Kailash,3,3124,t,t,110065,f,3-star hotel with conference center near ISKCON Temple
140,Hotel Delhi City Centre,"8633-45, Arakashan Road,Ram Nagar, Behind Ajanta Hotel,New Delhi,Delhi N.C.R,India",2.5,999,f,t,110055,f,"Hotel with restaurant, near Jama Masjid"
140,Hotel Delite Grand,"A-5/B, Neelam Bata Road, Shaheed Bhagat Singh Marg, Faridabad, Haryana",3.5,5225,f,t,121001,t,"3.5-star hotel in Faridabad with outdoor pool, restaurant"
140,Hotel Diplomat,"9 Sardar Patel Marg Diplomatic Enclave, New Delhi, Delhi N.C.R, 110021, India",4,7025,t,t,110021,f,"4-star hotel in New Delhi with restaurant, conference center"
140,Hotel Ekant,"SCF 12, 13 & 14, Sector 17 Market, Faridabad, Haryana",2,1878,t,t,121002,f,No-frills Faridabad hotel with restaurant
140,Hotel FORMULE1 Gurgaon-An AccorHotels Brand,"Good Earth City Centre Sector 50, Gurgaon",3,2046,f,t,122018,f,No-frills Gurgaon hotel with restaurant
140,Hotel Forest Green,24 Siri Fort Road,3,2603,t,t,110049,f,3-star hotel in New Delhi with restaurant conference center
140,Hotel Green View Palace,"Plot No 16A Industrial Area,Sector 62,Noida,Uttar Pradesh,India",3,2406,f,t,201301,t,"3-star hotel in Noida with outdoor pool, restaurant"
140,Hotel Gulnar,"7A/45,W.E.A,Channa Market, Near Metro Pillar No123, Karol Bagh, New Delhi, Delhi N.C.R",3.5,2499,t,t,110005,f,3.5-star hotel in Central Delhi with restaurant
140,Hotel Hari Piorko,"4775, Main Bazar, Near 6 Tooti Chowk,Paharganj,New Delhi,Delhi N.C.R,India",3,1370,f,t,110055,f,"Art Deco hotel with restaurant, near Jantar Mantar"
140,Hotel High 5 Land,"2344, Faiz Road, Karol Bagh, Near Ganga Ram Hospital, New Delhi, Delhi, 110055 India",3,1601,f,t,110055,f,City-center Karol Bagh hotel with restaurant
140,Hotel Kings Inn,"14A/7 Wea Channa Market, Karol Baug, New Delhi",3,2128,t,t,110005,f,3-star hotel in Central Delhi with restaurant
140,Hotel Krishna Deluxe,"43, Arakashan Road, Ram Nagar, Behind Shiela Cinema, New Delhi, Delhi N.C.R",3,1585,f,t,110055,f,Art Deco hotel within easy reach of Jama Masjid
140,Hotel Krishna New Delhi,"45, Arakashan Road, Ram Nagar, Behind Sheila Cinema, New Delhi, Delhi N.C.R",3.5,2262,f,t,110055,f,"3.5-star hotel with restaurant, near Jama Masjid"
140,Hotel Mann K,"8A/29, W.E.A., Channa Market, Karol Bagh, New Delhi, Delhi N.C.R",3,4045,t,t,110005,f,3-star hotel in Central Delhi with restaurant
140,Hotel Metro Heights,"8/35 W E A Padam Singh Road, Karol bagh, New Delhi, Delhi N.C.R",3,1820,t,t,110005,f,"3-star hotel in New Delhi with restaurant, conference center"
140,Hotel Metro View,"17 A / 3, W.E.A., Karol Bagh, New Delhi, Delhi N.C.R",3.5,2084,f,t,110005,f,"3.5-star hotel in New Delhi with restaurant, conference center"
140,Hotel Millennium 2000 DX,"3695, Db Gupta Road, Oopposite Sheila Cinema, Pahar Ganj, New Delhi, New Delhi, 110055, India",3,1825,t,t,110055,f,"3-star hotel with restaurant, near Jama Masjid"
140,Hotel Moments,"7A/74, W.E.A, Channa Market, Karol Bagh, New Delhi, Delhi N.C.R, 110005 India",3.5,1791,t,t,110005,f,"3.5-star hotel in Central Delhi with restaurant, conference center"
140,Hotel North Avenue,"31, Bunglow Road, Kamlanagar, New Delhi, Delhi N.C.R, 110007 India",3,3610,t,t,110007,f,3-star hotel in Central Delhi with restaurant
140,Hotel O'Delhi,"8/32 WEA Abdul Aziz Road, Bhnd Jessaram, Hosp Nera Karol Bagh Metro Station, New Delhi, Delhi, 110005 India",3,1788,f,t,110005,f,3-star hotel in Central Delhi
140,Hotel Pace,"598/1, Opp: Orient Craft, Khandsa Road, Near Hero Honda Chowk, Gurgaon",3,1675,f,t,122001,f,Comfortable Gurgaon guestrooms with kitchens
140,Hotel Rama Deluxe,"2278, Chowk Gurudwara road, Opp., Bikanervala, Karol Bagh, New Delhi, Delhi N.C.R, 110005 India",3,1265,f,t,110005,f,3-star hotel in New Delhi
140,Hotel Red Castle,"7a/78 Wea Channa Market - Karol Bagh, New Delhi, Delhi N.C.R, 431813 India",2,1564,t,f,110005,f,No-frills hotel in Central Delhi
140,Hotel Rockland,C 30 Panchsheel Encalve,3,2190,t,t,110017,f,3-star hotel with restaurant near ISKCON Temple
140,Hotel Seven Seas Inn,"4190-93 Tel Mandi Paharganj, Opposite New Delhi Railway Station, New Delhi, Delhi, 110055, India",3,1462,f,t,110055,f,"3-star hotel with restaurant, near Jantar Mantar"
140,Hotel Sewa Grand Faridabad,"12/4, NH-2, Mathura Road, Opppsite, Sarai Metro Station, New Delhi, Faridabad, Haryana",3.5,1973,f,t,121003,f,"3.5-star hotel in Faridabad with restaurant, bar/lounge"
140,Hotel Shri Vinayak,"7814, Saran Building, Street No. 3, Ram Nagar, Behind Hotel Baba Deluxe, New Delhi, Delhi N.C.R",3,1338,f,t,110055,f,City-center hotel within easy reach of Jantar Mantar
140,Hotel Sita International,"3/10, D.B. Gupta Road, Pahar Ganj, New Delhi, Delhi N.C.R",3,1275,t,t,110055,f,City-center hotel within easy reach of Jama Masjid
140,Hotel Sohi Residency,"8/25, W.E.A., Karol Bagh, New Delhi, Delhi N.C.R",3,3294,t,t,110005,f,"3-star hotel in New Delhi with 24-hour fitness, conference center"
140,Hotel Southern,"18/2, Arya Samaj road, Karol Bagh, New Delhi, Delhi N.C.R, 110005, India",2.5,1788,t,t,110005,f,"2.5 star hotel at Arya Samaj road, Karol Bagh, New Delhi, Delhi N.C.R, 110005, India"
140,Hotel Sri Nanak Continental,"2222 Hardhian Singh Road, Karol Bagh, Next to Corporation Bank, New Delhi, Delhi N.C.R",3.5,2103,f,t,110005,f,"Luxury hotel in Central Delhi with restaurant, bar/lounge"
140,Hotel Star,"A-288, National Highway No. 8, Near IGI Airport",2,2185,t,t,110037,f,City-center Mahipalpur hotel with conference center
140,Hotel Star Plaza,"5158, Main Bazar, Pahar Ganj, Behind R.K. Ashram Metro, New Delhi, Delhi N.C.R",3,1664,f,t,110055,f,"3-star hotel with restaurant, near Jantar Mantar"
140,Hotel Staywell DX,"3499-3500,D B Road, Pahar Ganj, New Delhi, Delhi N.C.R",3,1359,f,t,110055,f,"3-star hotel with restaurant, near Red Fort"
140,Hotel Su Shree Continental,"3198/ XV Sangatarshan, Opp. M.C.D. Dispencery Paharganj, New Delhi, Delhi N.C.R",3,1422,f,t,110055,f,"3-star hotel, convenient to Jama Masjid"
140,Hotel Sunstar Grand,"7A/17, W.E.A., Channa Market, Karol Bagh, New Delhi, Delhi N.C.R, 110005 India",3,2680,t,t,110005,f,"3-star hotel in New Delhi with indoor pool, restaurant"
140,Hotel Sunstar Residency,"8A/50, W.E.A. Channa Market, Karol Bagh, New Delhi, Delhi N.C.R, 110005 India",2,2099,t,t,110005,f,"New Delhi hotel with restaurant, conference center"
140,Hotel Swaran Palace,"15A/33, W.E.A. Ajmal Khan Road, Karol Bagh, New Delhi, Delhi N.C.R, 110005 India",3.5,3675,f,t,110005,f,"3.5-star hotel in Central Delhi with 2 bars/lounges, restaurant"
140,"Hotel Tara Palace, Chandni Chowk","419, Esplanade Road, Opposite Red Fort, Old Cycle Market, New Delhi, Delhi N.C.R",3,1980,t,t,110006,f,"3-star hotel with restaurant, near Red Fort"
140,Hotel The Royal Plaza,"19, Ashoka Road, New Delhi, Delhi N.C.R, 110001, India",4,5500,t,t,110001,t,"Luxury hotel with 3 restaurants, near Jantar Mantar"
140,Hotel Thirty Three,"Number 33, Siri Fort Road,,New Delhi,Delhi N.C.R,India",3,3372,t,t,110049,f,"3-star hotel with restaurant, near ISKCON Temple"
140,Hotel Transit,"A-58, National Highway No. 8, Near I.G.I",3.5,2763,t,t,110037,t,"3.5-star hotel in New Delhi with restaurant, conference center"
140,Hotel Uppal International,"28, Arakashan Road, Ram Nagar, Pahar Ganj, New Delhi, Delhi N.C.R",3.5,2199,f,t,110055,f,"3.5-star hotel with spa, near Jama Masjid"
140,Hotel Vedas Heritage,"8A/28 WEA, Channa Market, Pusa Road, New Delhi, Delhi N.C.R",3,2391,t,t,110005,f,"3-star hotel in New Delhi with restaurant, conference center"
140,Hotel Vikram,1&2 Ring Road,4,5963,f,f,110024,t,Adults-only hotel with outdoor pool near ISKCON Temple
140,Hotel Vista Inn,"12A/27, WEA, Saraswati Marg, Karol Bagh, New Delhi, Delhi N.C.R, 110005, India",3,1559,t,t,110005,f,"Luxury hotel in Central Delhi with restaurant, conference center"
140,Hyatt Place Gurgaon,"15/1 Old Delhi-Gurgaon Road, Sector 18, Gurgaon, Delhi N.C.R, 122015 India",4,5950,t,t,122015,t,Luxury Hotel
140,Hyatt Regency Delhi,"Bhikaiji Cama Place Ring Road, New Delhi, Delhi N.C.R, 110066 India",5,8563,t,t,110066,t,"Luxury hotel in New Delhi with 4 restaurants, spa"
140,Hyatt Regency Gurgaon,"New Delhi NCR, NH8, Sector 83, Gurgaon, Delhi N.C.R,India",5,6300,t,t,122004,t,"Luxury hotel in Gurgaon with 2 bars/lounges, spa"
140,JP HOTEL & RESORTS,"6B, Patparganj I.P Extension, NH-24, Behind CNG Petrol Pump, New Delhi, Delhi N.C.R, 110092 India",4,3262,t,t,110092,f,"4-star hotel in East Delhi with restaurant, bar/lounge"
140,JW Mariott Hotel,"Asset Area 4 - Hospitality District, Delhi Aerocity",5,10313,t,t,110037,t,"Luxury hotel in New Delhi with 5 restaurants, 2 bars/lounges"
140,JW Marriott Hotel New Delhi Aerocity,"Asset Area 4 - Hospitality District, Delhi Aerocity, New Delhi, Delhi N.C.R, 110037 India",5,8775,t,t,110037,t,"Luxury hotel in New Delhi with 5 restaurants, 2 bars/lounges"
140,Jaypee Greens Golf & Spa Resort,"G Block, Surajpur Kasna Road, Greater Noida, Delhi N.C.R, 201306 India",5,15375,t,t,201306,t,"Luxury resort in Greater Noida with 3 restaurants, 2 bars/lounges"
140,Jaypee Siddharth,"10 Rajendra Place, New Delhi, Delhi N.C.R, 110008 India",5,6342,t,t,110008,t,"Luxury hotel in New Delhi with 3 restaurants, spa"
140,Jaypee Vasant Continental,Basant Lok Vasant Vihar,5,4637,t,t,110057,t,Luxury hotel in New Delhi with outdoor pool bar/lounge
140,Justa Greater Kailash,"R-53, Great Kailash -1, New Delhi",3.5,3574,t,t,110048,f,Suburban hotel
140,Jyoti Mahal,"2488/90, Behind Imperial Cinema, Nalwa St., Chuna Mandi, Pahar Ganj, New Delhi, Delhi N.C.R, 110055 India",3,2653,t,t,110055,f,"Art Deco hotel with restaurant, near Jantar Mantar"
140,Lemon Tree Hotel East Delhi Mall Kaushambi,Plot No 1 Kaushambi,3,3387,t,t,201010,t,3-star hotel in Noida with outdoor pool restaurant
140,Lemon Tree Hotel Tarudhan Valley,"Tarudhan Valley, Village Dadu, Tehsil Tauru, District Mewat, Gurgaon, India",4,8118,t,t,122105,t,"4-star resort in Gurgaon with spa, outdoor pool"
140,"Lemon Tree Hotel, Udyog Vihar, Gurgaon","866 Udyog Vihar, Gurgaon, Delhi N.C.R, India",3,3704,t,t,122016,f,3-star Gurgaon hotel with restaurant
140,Lemon Tree Premier,"43-47 Sector 29, City Centre, Gurgaon, Delhi N.C.R, 122002 India",4,4756,f,t,122002,t,4-star hotel
140,Lemon Tree Premier City Center Gurgaon,"287, Millennium City Center, Sector 29, Gurgaon, Haryana, India",4,4710,t,t,122001,t,"4-star hotel in Sector 29 with outdoor pool, restaurant"
140,"Lemon Tree Premier, Leisure Valley, Gurgaon","48, City Centre, sector-29,,Gurgaon,Delhi N.C.R,India",4,3552,f,t,122002,t,"4-star hotel in Sector 29 with outdoor pool, restaurant"
140,Mahalakshmi Palace hotel,"68,Neelam Bata road, N.I.T.,, Faridabad, Haryana",3,2683,t,t,121001,f,"3-star hotel in Faridabad with restaurant, bar/lounge"
140,Maidens Hotel,"7 Sham Nath Marg, New Delhi, Delhi N.C.R,",4,9625,f,t,110054,t,"4-star hotel with 2 restaurants, near Red Fort"
140,Mantra Amaltas,"23, Friends Colony (west), New Delhi",4,3981,t,t,110065,f,4-star hotel
140,Mapple Exotica,Chhatarpur Mandir Road Satbari,4,4000,f,f,110074,t,4-star hotel in New Delhi with indoor pool restaurant
140,Mapple Express,A-60 Kailash Colony,3,3125,t,t,110048,f,3-star hotel with restaurant near ISKCON Temple
140,Mayank Residency,"A-230, Street No-2, A-Block, Near IGI Aiport",2.5,1400,t,t,110037,f,New Delhi city-center guestrooms with fireplaces
140,Mosaic Hotels,C 1 Sector 18,4,4276,t,t,201301,t,4-star hotel in Noida with 2 restaurants outdoor pool
140,Novotel,"Asset 2, Aerocity Hospitality District,",5,6299,t,t,110037,t,"Luxury hotel in New Delhi with outdoor pool, restaurant"
140,OYO Apartments DLF Phase 4,"Plot No. 6902 DLF Phase 4,,Gurgaon,,India",3,3219,f,t,120001,f,3-star Gurgaon hotel with conference center
140,OYO Premium Ambience Mall 2,"W-5/6, DLF Phase 3, Sector 24, Gurgaon, 122002 India",3,2895,t,t,122002,f,3-star hotel in DLF City
140,OYO Premium Ambience Mall 3,"W-5/6, DLF Phase 3, Sector 24, Gurgaon, 122002 India",3,2895,t,t,122002,f,3-star hotel in DLF City
140,OYO Premium Ambience Mall 4,"W-5/6, DLF Phase 3, Sector 24, Gurgaon, 122002 India",3,2895,t,t,122002,f,3-star hotel in DLF City
140,OYO Premium Ambience Mall 5,"W-5/6, DLF Phase 3, Sector 24, Gurgaon, 122002 India",3,2895,t,t,122002,f,3-star hotel in DLF City
140,OYO Premium Ambience Mall 6,"W-5/6, DLF Phase 3, Sector 24, Gurgaon, 122002 India",3,2895,t,t,122002,f,3-star hotel in DLF City
140,OYO Premium Ambience Mall 7,"W-5/6, DLF Phase 3, Sector 24, Gurgaon, 122002 India",3,3618,t,t,122002,f,3-star hotel in DLF City
140,OYO Premium Ambience Mall 8,"W-5/6, DLF Phase 3, Sector 24, Gurgaon, 122002 India",3,7024,t,t,122002,f,3-star hotel in DLF City
140,OYO Premium Ambience Mall 9,"W-5/6, DLF Phase 3, Sector 24, Gurgaon, 122002 India",3,7024,t,t,122002,f,3-star hotel in DLF City
140,OYO Premium Behind Ambience Mall,"V-37/8,DLF Phase-3, Near Shri Ram School, Gurgaon, Delhi, 122002 India",3,3352,t,t,122002,f,3-star hotel in Gurgaon
140,OYO Premium Cyber Hub,"83 Jacaranda Marg, DLF Phase 2, Gurgaon",3,2456,t,t,122002,f,Gurgaon hotel next to shopping
140,OYO Premium DLF One,"B - 18/12, Paschim Marg, DLF City 1, Gurgaon",3,2727,t,t,122002,f,DLF City hotel next to shopping
140,OYO Premium GK2,E-586 GK 2 Main Road,3,4018,t,t,110048,f,Within easy reach of ISKCON Temple
140,OYO Premium Galleria Market DLF 4,"4308 DLF Phase 4,,Gurgaon,,India",3,3173,f,t,120002,f,3-star Gurgaon hotel with conference center
140,OYO Premium Near Fortis Faridabad,"45 Neelam Bata Road, Faridabad",3,4646,t,t,121001,f,3-star hotel in Faridabad
140,OYO Premium Near Golf Course Road,"Plot No 29-30, Saraswati Kunj, Sector 54, Golf Course Road, Gurgaon",3,2274,t,t,122001,f,Gurgaon hotel next to shopping
140,OYO Premium Near Mega Mall,"F12/4, DLF Phase 1,,Gurgaon,,India",3,4097,f,t,120001,f,3-star hotel in Gurgaon
140,OYO Premium New Friends Colony,"E-5, Kalindi Colony New Friends Colony,CV Raman Marg,New Delhi,Delhi N.C.R,India",3,5297,f,t,110025,f,"3-star hotel, convenient to Lotus Temple"
140,OYO Premium Rajouri Garden Janta Market,"J 12/36, Opp Janta Market, Rajouri Garden, New Delhi, 110027 India",3,3892,t,t,110027,f,3-star New Delhi hotel with conference center
140,OYO Premium Saket Metro Station,"D-193, Saket,,New Delhi,,India",3,8515,f,t,110017,f,"3-star hotel, convenient to Qutub Minar"
140,OYO Rooms,"750, Behind 32nd Milestone, Sector 15, Part 2, Gurgaon, India",3,2288,t,t,122001,f,3-star Gurgaon
140,OYO Rooms ,"D-124 South City - 1, Gurgaon, India",3,1630,t,t,122001,t,Gurgaon hotel
140,OYO Rooms Cyber City Oakwood,"P-5/1 DLF Phase 2, Gurgaon, Delhi N.C.R, India",3,2094,t,t,122002,f,Gurgaon hotel next to shopping
140,OYO Rooms Cyber Hub DLF,"M11A/8, Near DLF Square Building, DLF Phase 2, Gurgaon",3,2193,t,t,122002,f,DLF City hotel next to shopping
140,OYO Rooms Delhi Maharani Bagh,Plot no 147/1,3,4052,f,t,110065,f,3-star hotel convenient to Humayun's Tomb
140,OYO Rooms Faridabad,"1D-5B, BP, NIT, Near Hardware Chowk, Faridabad",3,3207,t,t,121001,f,Faridabad hotel next to shopping
140,OYO Rooms Huda City Center Market,"House No 23, Near Ardee City Gate No 3, Sector 52, Gurgaon",3,2091,t,t,122002,f,3-star Gurgaon hotel with conference center
140,OYO Rooms Kalkaji,"E-993, Chittaranjan Park,,New Delhi,,India",3,6066,f,t,110019,f,"3-star hotel, convenient to Lotus Temple"
140,OYO Rooms Kirti Nagar,"F-50, Kirti Nagar, New Delhi, 110015 India",2.5,2346,t,t,110015,f,New Delhi hotel next to shopping
140,OYO Rooms MDI Gurgaon,"84, Behind Bata Building,Near MDI Sector-17A,Gurgaon,,India",3,1559,f,t,122018,f,Gurgaon hotel next to shopping
140,OYO Rooms Main Bazar Paharganj 4769,"4769, Main Bazar, New Delhi, 110055, India",3,1617,t,t,110055,f,"3-star hotel, convenient to Jantar Mantar"
140,OYO Rooms Main Bazar Paharganj 4770,"4769, Main Bazar, New Delhi, 110055, India",3,1575,t,t,110055,f,"3-star hotel, convenient to Jantar Mantar"
140,OYO Rooms Main Bazar Paharganj 4771,"4769, Main Bazar, New Delhi, 110055, India",3,1575,t,t,110055,f,"3-star hotel, convenient to Jantar Mantar"
140,OYO Rooms Main Bazar Paharganj 4772,"4769, Main Bazar, New Delhi, 110055, India",3,1575,t,t,110055,f,"3-star hotel, convenient to Jantar Mantar"
140,OYO Rooms Main Bazar Paharganj 4773,"4769, Main Bazar, New Delhi, 110055, India",3,1575,t,t,110055,f,"3-star hotel, convenient to Jantar Mantar"
140,OYO Rooms Main Bazar Paharganj 4774,"4769, Main Bazar, New Delhi, 110055, India",3,1617,t,t,110055,f,"3-star hotel, convenient to Jantar Mantar"
140,OYO Rooms Main Bazar Paharganj 4775,"4769, Main Bazar, New Delhi, 110055, India",3,4363,t,t,110055,f,"3-star hotel, convenient to Jantar Mantar"
140,OYO Rooms Main Bazar Paharganj 4776,"4769, Main Bazar, New Delhi, 110055, India",3,4363,t,t,110055,f,"3-star hotel, convenient to Jantar Mantar"
140,OYO Rooms Medanta II,"1094P,Bakhtawar Chowk, Sector-46, Gurgaon",3,2467,t,t,122001,f,3-star Gurgaon hotel with restaurant
140,OYO Rooms Moulsari Avenue,"V27-16, DLF Phase III, Gurgaon, 122001 India",3,1544,t,t,122001,f,3-star hotel in DLF City with restaurant
140,OYO Rooms Moulsari Avenue Flagship,"M 28A, Moulsari Avenue, Near Micromax Moulsari Avenue Metro, Gurgaon, 125001 India",3,1544,t,t,125001,f,Gurgaon hotel next to shopping
140,OYO Rooms Nehru Enclave,D - 92Friends Colony East,3,3555,t,t,110065,f,3-star hotel convenient to Lotus Temple
140,OYO Rooms Nehru Place Extension,Plot No. 4 Pocket 2 Jasola,3,2268,t,t,110049,f,New Delhi hotel next to shopping
140,OYO Rooms Noida Electronic City,"A-45, Opposite CNG Petrol Pump,Sector 72,Noida,Uttar Pradesh,India",3,3081,f,t,201301,f,3-star Noida hotel with conference center
140,OYO Rooms Noida Expressway,"B-55, Sector-39,Block B Road,Noida,Uttar Pradesh,India",3,2557,f,t,201301,f,Noida hotel next to shopping
140,OYO Rooms Noida Sector 43,A-211 Sector 43,3,2804,t,t,201301,f,3-star hotel in Noida
140,OYO Rooms Noida Sector 62,C-45 Sector 62,3,3443,t,t,201301,f,Noida hotel next to shopping
140,OYO Rooms Paschim Vihar D Mall,"Plot No. 18, Chaudhary Prem Sukh Marg, Bhera Enclave, New Delhi, 110087 India",3,3400,t,t,110087,f,West Delhi hotel next to shopping
140,OYO Rooms Rajouri Garden,"BE-404, Lane No.7, Hari Nagar, Near Mayapuri Metal Forging, New Delhi, Delhi N.C.R, 110064 India",3,2885,t,t,110064,f,West Delhi hotel next to shopping
140,OYO Rooms Sahara Mall,"K5A/8, Near Dakshin Marg, DLF Phase 2, Gurgaon, India",2.5,1809,t,t,122002,f,Gurgaon hotel next to shopping
140,OYO Rooms Shankar Chowk,"528, Sector 20, Gurgaon, Haryana, 122016, India",3,1889,t,t,122016,f,3-star Gurgaon hotel
140,OYO Rooms Sikanderpur,"42-43,Kusum MargDLF Phase 1,, Gurgaon, India",3,1820,t,t,122002,f,3-star hotel
140,OYO Rooms Sushant Lok A Block,"873D, A Block, Sushant Lok Phase 1, Gurgaon, India",3,1676,t,t,122001,f,Sushant Lok hotel next to shopping
140,OYO Sohna Road Extension,"1028 Sector 46, Gurgaon",3,2201,t,t,122002,f,Gurgaon hotel next to shopping
140,On The House,"B-4/120 Safdarjung Enclave,,New Delhi,Delhi,India",3,3438,t,t,110029,f,3-star New Delhi B&B with health club
140,Pacific Inn Huda City Centre Sec 41,"Sec 41, Plot No 7, Gurgaon, Delhi N.C.R, India",4,1809,t,t,122001,t,"3.5-star hotel in Gurgaon with outdoor pool, restaurant"
140,Palm D'Or,"8595/1 D.B Gupta Road, Pahar Gunj, New Delhi, Delhi N.C.R,",3,2069,f,t,110055,f,"3-star hotel with restaurant, near Jama Masjid"
140,Park Ascent,"Plot No.126,Opp. IIM Lucknow",3.6,7770,f,t,201309,t,4-star hotel
140,"Park Inn, Gurgaon","282 Civil Lines ; Haryana, Gurgaon, Delhi N.C.R, India",4,4950,t,t,122001,t,"4-star hotel in Gurgaon with outdoor pool, restaurant"
140,Park Plaza Faridabad,"Sector 21 C, Faridabad, Delhi N.C.R, 121002 India",4,5350,t,t,121002,t,"4-star hotel in Faridabad with outdoor pool, restaurant"
140,Park Plaza Noida,C Block Sector 55,4,6619,t,t,201307,t,4-star hotel in Noida with 2 restaurants outdoor pool
140,Pride Plaza Hotel Aerocity New Delhi,"5-A, Hospitality District, Aerocity,, Indra Gandhi International Airport, New Delhi, Delhi, 110037 India",5,6862,t,t,110037,t,"Luxury hotel in New Delhi with 2 restaurants, outdoor pool"
140,Pullman New Delhi Aerocity,"Asset No 2, Aerocity Hospitality District, New Delhi, Delhi N.C.R, 110037 India",5,8043,t,t,110037,t,"Luxury hotel in New Delhi with 4 restaurants, spa"
140,Radisson Blu Hotel New Delhi Paschim Vihar,"Plot No D, Dist Centre, Outer Ring Road, Paschim Vihar, New Delhi, Delhi N.C.R, 110063 India",4.5,5915,f,t,110063,t,"Luxury hotel in West Delhi with 2 restaurants, spa"
140,Radisson Blu Hotel Noida,L 2 Sector 18,4.5,6849,t,t,201301,t,Luxury hotel in Noida with 3 restaurants spa
140,Radisson Blu Marina Hotel Connaught Place,"G-59 Connaught Place, New Delhi, Delhi N.C.R, 110001, India",4,7881,t,t,110001,t,"Luxury hotel with 2 restaurants, near Jantar Mantar"
140,Radisson Blu Plaza Delhi,"National Highway 8, Mahipalpur Enhancement, New Delhi, Delhi N.C.R, 110037 India",5,8406,t,t,110037,t,"Luxury hotel in Mahipalpur with 5 restaurants, spa"
140,Radisson Blue Faridabad,"Plot No. 4, Sector 20B, Mathura Road, Opposite Bata Metro Station, Faridabad, Haryana, 121004 India",5,5790,t,t,121004,t,"Luxury hotel in Faridabad with 2 restaurants, spa"
140,Ramada Gurgaon Central,"Plot 2 Sector 44, Gurgaon, Delhi N.C.R, India",4,5961,t,t,122003,t,"4-star hotel in Sushant Lok with outdoor pool, restaurant"
