train_no,station_code,seq
20814,RIG,30
14036,DLI,20
12647,NZM,28
19168,GDA,51
99001,PNVL,2
12333,RPR,20
54805,MSH,12
64557,MUT,14
12682,MAS,8
22887,CHE,10
69112,BH,13
12526,DBRG,1
12646,NZM,1
18413,RCTC,5
40035,TBM,18
97016,TNA,8
15659,DMR,38
64566,SRE,1
74021,SRE,36
97085,TNA,17
11088,ND,15
57562,KCG,87
69108,BRC,20
13329,JHD,9
40318,TBM,1
19116,ANND,14
12829,TUNI,12
13201,MYR,28
22941,UJN,3
40337,MS,4
19422,PNBE,1
18447,VBL,20
15056,UJH,12
97018,KYN,1
19404,PNU,17
40111,MS,4
12669,KMT,5
16176,MS,16
93102,PLG,5
11021,YPR,27
22956,VAPI,20
40011,MSB,1
76852,KIK,25
12349,PNBE,9
12436,DMV,23
12356,LKO,9
12375,EE,8
40339,TBM,18
22877,OGL,15
12073,BBS,9
40348,MSB,2
18406,NDB,6
13166,SPJ,5
18464,GY,10
12879,CTC,19
12935,VAPI,6
16187,KRR,11
98053,PNVL,2
16022,MAD,4
12925,PNP,30
12683,SBC,14
63554,SSM,19
69173,DRD,8
69122,BRC,11
59441,DDR,2
19034,BRC,9
12162,GWL,3
15903,CPR,25
64451,SMK,16
12244,MAS,6
16569,YNK,2
19404,JP,12
40364,MSB,2
54263,SLN,21
78502,CTC,8
97143,KYN,17
54809,LOHA,33
12381,NDLS,22
22884,ATP,5
12334,HWH,31
12223,LTT,1
12657,BNC,7
12732,ATP,7
56262,AJJ,41
59549,ND,4
63552,ASN,13
40091,MSB,1
40302,MSB,2
22705,JAT,14
22916,ANND,24
12864,KJM,3
22644,CTC,21
12493,KYN,3
12878,SSM,6
14042,DEE,20
22867,DURG,1
59162,BRC,8
22827,PURI,1
98145,PNVL,2
40390,TBM,1
12976,HUP,39
54809,RE,1
16502,GY,6
12494,VAPI,6
22664,PMY,3
16106,TJ,17
99036,TNA,2
12955,SGZ,13
12829,MAS,1
12381,BSB,15
22920,PUNE,6
19019,SGZ,48
11092,ST,10
12915,AWR,14
16360,SA,37
18646,TUNI,19
19713,RMA,6
22149,KGQ,8
54342,PRI,10
22904,ADI,4
97072,DR,17
97344,DR,10
99022,PNVL,1
13165,SPJ,11
50104,DR,38
18426,BLGR,12
12734,BPP,13
18645,BZA,50
64019,DKZ,12
22125,NDLS,6
11021,TEN,40
12967,UJN,23
82631,OTP,10
17479,KVZ,64
40074,TBM,1
12925,SWM,19
18645,HYB,59
58406,PRDP,1
14854,AF,21
69140,BL,13
56513,BNC,56
16188,OTP,9
40025,MS,4
13202,MYR,38
14035,DKZ,2
7410,NZB,21
15933,SRE,33
15647,PPI,12
97138,DR,17
22401,LDH,4
22445,CNB,1
7429,OGL,7
11095,VAPI,9
54413,GGN,8
93031,PLG,4
15933,JUC,36
22706,TPTY,14
11022,SLI,32
18409,CTC,15
19714,WHM,9
67298,BPP,12
12014,ASR,1
95740,KYN,1
19223,PMY,10
12540,WL,12
12918,GDA,6
11702,ASKN,9
12830,BZA,14
12880,LTT,20
12921,ADH,2
11018,PUNE,26
64082,FDB,7
5065,LJN,15
22429,DLI,1
22481,SUJH,9
12550,BYT,16
64492,OKA,5
12358,ASR,1
12104,LJN,1
12410,LAR,7
40389,MSB,1
12438,NZM,1
16188,TPJ,20
12723,NGP,10
40350,MSB,2
51901,OKA,25
64216,CPA,3
17015,TUNI,23
79301,NBH,15
11021,KJT,3
56763,TCN,12
97426,TNA,1
22705,TPTY,1
12023,PNC,13
54611,ASR,1
98138,PNVL,1
40385,MSB,1
11126,SFY,7
15658,NLV,4
17405,ZN,38
97364,TNA,1
18447,BAM,12
40113,MSB,1
14204,BSB,14
97347,DR,8
17013,HYB,15
19407,DLI,14
14318,DDN,1
51881,MRA,7
97010,TNA,8
14808,RHG,2
12976,JP,1
22168,SGRL,11
22915,ND,8
54621,MEX,12
56514,BNCE,3
55307,MB,1
12178,MRA,3
18005,HWH,1
59812,AF,2
12673,CBF,7
12939,ST,5
12284,BSR,5
53043,SNT,22
59811,NBH,15
12513,BZA,2
19419,ADI,26
12781,RNR,7
12136,SEG,8
14164,CNB,16
19577,CLT,11
40027,MS,4
13072,SNT,18
19036,ADI,1
22877,ERS,24
11107,BRG,20
74838,PNU,1
40076,TBM,1
11091,BRC,12
17604,ATP,9
11447,JBP,1
74671,GSP,11
12007,SBC,3
11092,ANND,13
40143,TBM,18
40365,TBM,18
97029,KYN,23
12416,NZM,3
12876,FZD,5
19308,PNP,3
22916,ST,27
40006,MS,15
12497,LDH,10
12915,RE,16
22872,TPTY,1
74843,BME,24
12967,PAR,14
40372,TBM,1
22429,PNP,2
22934,JP,1
22706,JAT,1
22818,MYS,1
22191,SEH,8
12510,KNE,12
59425,RDHP,27
22684,GY,26
12876,LKO,9
22928,BH,7
54281,LKO,19
19061,SWM,13
12618,UD,28
12646,MTJ,2
15632,BME,34
22686,PNP,3
64014,SSB,1
9004,ST,4
55132,ROI,26
12037,NDLS,1
40349,MS,4
13049,JMU,27
22927,VAPI,9
40055,TBM,18
11203,SJP,11
12215,AWR,5
11266,SDL,9
19168,ADI,57
97028,KYN,1
22911,SJP,4
16057,AJJ,3
19577,VAPI,21
12647,MTJ,27
19223,SGRA,26
97041,DR,8
477,HSR,2
7146,TPTY,1
12760,CLX,10
54281,SLN,1
12782,AGC,4
22824,NDLS,1
12410,DURG,27
12916,JP,11
54076,DLI,1
64016,SSB,1
54464,NGG,19
12611,GWL,9
18206,UMR,15
18413,PRDP,1
59039,DRD,8
69168,BSR,1
14634,GSP,3
12926,NVS,35
14511,SAN,14
59440,BSR,64
12833,NDB,13
13006,BXR,39
40151,MS,4
18214,SDL,14
22418,SLN,7
22644,CHE,27
40327,TBM,18
13006,JUC,3
98020,PNVL,1
17479,PAP,39
97155,DR,1
18464,SBC,1
12175,ASN,4
59440,PAD,47
19025,ST,1
40085,MSB,1
40060,TBM,1
64470,DSB,18
12461,DLI,1
13006,SRE,10
97390,TNA,1
15632,ALD,19
93105,DRD,9
12839,BAM,11
57272,KVR,48
74004,DLI,18
12954,MTJ,2
22418,LKO,5
19577,AKV,23
22664,WL,21
16359,STA,36
16508,MSH,35
40140,MS,5
40325,TBM,18
12770,ATP,9
12825,NDLS,9
63554,RFJ,30
20904,BH,10
12684,SA,6
18211,MSMD,3
99012,PNVL,1
54611,PTK,16
12618,NZM,1
22927,AKV,15
64470,ANDI,15
12144,MMR,12
16570,KCG,1
12304,PNC,12
15929,NLR,3
40308,MSB,2
40373,MSB,1
12470,JRC,3
12845,KJM,20
22944,KJT,14
69110,AKV,14
19028,VAPI,31
22879,EE,15
19167,GDA,7
63553,ASN,1
15206,CNB,25
22817,BAM,8
12645,TCR,3
22149,KAWR,11
22834,BZA,9
12333,DURE,21
40072,MS,15
16853,MS,1
43801,AJJ,28
56650,CBE,40
12913,NGP,14
11073,GY,12
12145,TLHR,22
11126,SVPI,2
14164,ETW,12
40067,TBM,18
22532,CPA,8
12815,ALD,25
97371,DR,8
12764,TPTY,19
12733,VKI,4
19311,PNVL,5
12829,OGL,5
15111,BCY,14
13165,SMI,15
19045,PPI,15
59439,AKV,46
14317,AGC,17
64214,ON,7
290,DSJ,1
25035,RMR,3
12962,BL,17
12960,MSH,12
18203,CNB,20
12834,ADI,64
19308,MRA,9
22478,JP,1
11017,GY,13
12416,DEE,1
14310,MTJ,12
12617,AGC,45
12909,BRC,4
19224,PNU,55
22688,SRE,4
64252,ON,4
98190,PNVL,1
64012,NDLS,6
64559,DSA,2
12205,DDN,7
19307,UJN,3
54472,MTC,34
12834,HWH,1
98057,PNVL,2
12136,MMR,13
15647,PNC,25
59439,VAPI,19
11071,NPNR,15
40034,TBM,1
22445,ASR,14
76800,TPJ,1
12215,RE,4
17603,HUP,14
95124,KJT,1
6548,YPR,13
22878,ERS,1
13288,ASN,19
22972,BL,11
40127,TBM,18
82631,AJJ,2
68749,ABKP,25
12936,ADH,9
22618,TPTY,1
19313,UJN,3
19313,ORAI,9
15930,BAM,43
22443,MTJ,9
54606,HSR,29
19422,ND,27
63263,DURE,18
22953,BH,17
11071,MMR,7
14732,SNP,26
64204,CNB,1
40367,TBM,18
12433,AGC,9
98027,PNVL,2
66034,VKI,10
56264,RMGM,6
11097,CLT,27
54310,DEE,17
98088,PNVL,1
19264,PBR,32
14215,LKO,11
13134,PNC,28
11014,PUNE,31
12948,PNBE,1
14056,BGP,20
12253,ASN,23
19224,JAT,1
56264,SBC,1
64015,SSB,16
98164,PNVL,1
54613,ASR,1
19021,BRC,7
22920,ST,3
40012,MSB,18
11092,PUNE,1
12622,NGP,7
40033,TBM,18
59440,PLG,59
40401,MSB,1
99014,PNVL,1
12029,LDH,4
12122,GWL,2
97356,TNA,1
19107,ADI,1
54471,PRI,38
69115,ADI,20
97389,DR,8
12631,TBM,2
13050,PNBE,69
14805,ADI,20
16359,TCR,3
12514,GHY,1
12924,NGP,1
12723,SC,2
19217,BRC,13
66014,NG,8
56389,ERS,1
74911,JRC,6
16501,AD,19
97435,DR,8
12151,HWH,24
97391,DR,8
22432,HPU,10
12676,TUP,2
14631,DDN,1
54474,SRE,1
98043,PNVL,2
12193,YPR,1
22451,BDTS,1
20817,BBS,1
12640,SBC,1
19325,ASR,24
22682,MAS,1
12648,MTJ,2
40087,TBM,18
40090,MSB,2
59721,RHG,14
69114,ADI,1
63233,PNBE,1
12664,EE,13
12026,SC,1
59426,AJE,35
95907,DR,2
19716,MTJ,9
40309,TBM,18
15160,DURG,1
55313,KPV,1
64214,CPA,3
11447,PUS,33
12046,CDG,1
93010,DRD,1
12947,BXR,16
16024,MYA,8
69106,ANND,13
12934,BH,5
19408,PNU,18
14865,LKO,8
22150,RN,4
66602,SA,22
74982,MKS,8
97020,DR,17
12215,BH,15
14632,DDN,29
12839,CTC,6
59440,NVS,38
99026,TNA,2
12303,CNB,21
12384,ASN,1
22442,ALD,9
40049,MS,4
6002,TBM,13
22431,SRE,12
64163,PNK,3
14681,MUT,5
95726,KYN,1
18425,PURI,1
56036,TCN,12
93012,VR,2
15934,BSB,12
55679,DMR,14
59812,MLGH,49
12969,NGP,19
18406,TLHR,35
19302,KCG,8
51402,MMR,1
12026,TDU,4
40391,MSB,1
55014,CPR,33
15933,MB,32
16093,BPP,11
19302,UJN,30
77674,MRGA,18
22877,CBE,21
54412,ANVR,13
11035,STR,6
12735,YPR,11
22430,ASR,6
25658,KNE,22
18311,BSB,37
64019,NDLS,11
13134,RPR,12
16569,HUP,4
22615,CBE,8
19026,SEG,5
7604,MBNR,12
82653,RTM,17
22883,AKP,11
11406,PUNE,18
12842,BZA,3
18312,RNC,28
12114,NGP,1
19421,UJN,8
19218,BRC,18
14807,AWR,10
97082,TNA,8
97031,DR,8
12844,DURG,19
95732,KYN,1
19016,JAM,8
22817,CTC,5
40109,TBM,18
64257,ON,10
12192,PPI,7
12327,PNC,8
12617,KAWR,25
12215,GGN,3
12967,MAS,1
99003,TNA,1
56226,YPR,12
69129,ANND,1
74917,JRC,6
22630,TNA,25
57625,ZN,11
19028,SUJH,11
12102,HWH,1
22683,JBP,23
15930,CTC,40
54266,SLN,1
69130,ANND,13
76815,TJ,19
15648,DURE,34
95730,DR,6
56221,YPR,3
97340,DR,10
12939,PUNE,1
12375,TIG,18
12903,BCT,1
16515,UD,16
19307,CDG,19
97392,TNA,1
40022,TBM,1
54604,HSR,29
97002,KYN,1
12251,DURG,18
40133,TBM,18
54616,ASR,17
97446,TNA,1
20813,PURI,1
59440,ND,9
40305,MSB,1
17406,VKI,59
40121,TBM,18
18447,CHE,17
40070,TBM,1
12609,BNCE,17
74847,HSR,28
18610,KYN,2
22626,AJJ,10
69139,BVI,1
12839,CHE,16
18646,AKP,21
19708,ST,33
59023,DRD,10
97075,KYN,24
12980,ADH,16
18620,ASN,11
95729,KYN,12
18203,SDL,8
51753,REWA,1
64012,DKZ,4
22968,JBP,6
12905,NDB,12
22824,CTC,12
12228,UJN,2
18645,KMT,51
54413,RE,18
22967,ALD,20
93102,VR,9
55324,MB,6
14512,RMU,12
98022,PNVL,1
19167,RDL,48
40356,MSB,2
40071,MS,4
97329,TNA,17
12102,LTT,17
11021,KRR,33
22644,BAM,25
12303,ETW,22
95115,KJT,9
12165,BSB,16
54616,PTK,1
97366,DR,10
17016,BBS,41
22432,SRE,7
22444,BH,5
18426,SBP,16
97021,TNA,17
17405,NLR,8
18213,SWM,18
14203,BSB,1
22818,HWH,23
12263,BSR,3
54326,ON,4
22823,BBS,1
95106,KYN,7
12682,CBE,1
12879,DNKL,18
59441,BVI,3
12435,DBRT,1
13063,HWH,1
19578,RN,12
54833,RHG,18
59040,PLG,10
22430,PTK,1
12970,JP,1
16528,PGT,9
13010,MB,11
22452,ADI,18
12844,BRC,4
19108,JAT,2
16216,MAD,6
14646,MUT,22
64216,ON,7
11021,DR,1
12975,GWD,11
53498,BGP,18
11078,BHS,44
82606,TEN,1
54463,PRI,31
40324,MS,5
13005,DURE,17
56237,MYA,8
12454,CNB,2
69171,ST,1
40403,MSB,1
95718,TNA,8
9003,ST,2
54421,DEE,2
12540,ALD,5
19022,SWM,11
97046,KYN,1
97124,DR,17
15630,BBS,30
40304,TBM,1
54472,DLI,46
22431,HPU,9
22915,PNU,13
40321,MS,4
11074,YA,5
19028,PMY,20
40064,TBM,1
12604,HYB,1
16360,NLR,29
66611,OTP,6
98107,PNVL,2
16508,BRC,31
40374,MSB,2
95919,TNA,9
12038,SAG,3
12846,NLR,10
54417,DEE,2
11098,ERS,1
7149,SAP,5
97093,DR,8
98104,PNVL,1
12703,BZA,20
98198,PNVL,1
17603,YNK,17
54834,RE,14
12617,KGQ,19
18450,PNC,2
12010,ANND,3
18212,TIG,9
14317,SRE,27
95704,KYN,1
13151,RMU,63
16175,KIK,16
11448,HWH,1
17480,BPP,17
12628,MTJ,2
54809,MHRG,7
22878,CBE,4
12915,GGN,18
14011,DLI,1
12914,NGP,1
56503,ATP,26
12177,DHN,5
19708,DRD,36
11017,TBM,20
12192,GWL,18
64204,AMS,11
12328,HWH,20
17015,AKP,21
19115,ADI,19
95102,KYN,7
19325,NZM,13
59045,ADH,2
14863,NBI,16
12010,ST,6
13167,SSM,6
40023,MSB,1
19263,DEE,28
64084,FDB,7
12795,BZA,1
12260,NDLS,1
54086,DLI,18
12152,RIG,10
19311,UJN,15
22892,RNC,1
40136,TBM,1
71910,AGC,15
12547,JP,4
14310,RK,3
12032,LDH,5
12960,BRC,16
22803,DNKL,6
13006,MB,16
54834,AWR,20
19201,ADI,22
15056,MTJ,18
12958,MSH,8
97120,KYN,1
12880,TNA,19
12273,PNBE,3
12143,MMR,3
14056,PNBE,13
16175,TBM,2
64080,OKA,5
12024,HWH,14
12168,KYN,12
40013,MS,4
74904,MEX,7
54809,JU,64
12834,MKU,45
12841,BBS,7
69112,BRC,1
12654,TPTN,3
99000,TNA,2
12979,ST,7
12366,PNBE,12
506,PNBE,1
19035,ND,6
95712,DR,7
22616,TUP,2
58401,PRDP,14
11017,KIK,30
11059,ALD,8
99023,PNVL,2
19708,ANND,29
98085,PNVL,2
2732,MKU,16
79431,ADI,1
40335,MS,4
54613,PTK,17
64207,ON,10
97310,TNA,1
54804,JU,58
12509,BBS,18
98012,PNVL,1
11021,RNR,19
12151,LTT,1
17479,PURI,1
22651,SA,6
53043,SGG,57
12242,CDG,6
12317,PNC,8
12736,YPR,1
12906,RIG,7
54633,LDH,36
14011,PNP,2
54251,SEO,51
74906,JAT,6
95138,KYN,7
13072,SGG,3
14806,YPR,37
22877,BAM,8
7429,WL,3
15097,RK,23
40347,MSB,1
97145,KYN,17
11059,KYN,3
59037,ST,30
11021,SLI,9
97101,KYN,24
59722,JP,42
54308,DSA,2
19046,RSR,4
22865,LTT,1
11447,HWH,45
12603,BPP,11
12954,ST,8
37656,HWH,28
12018,RK,3
14055,SGG,43
51401,PUNE,1
18406,BH,4
17020,NZB,6
12151,BQA,20
22967,BH,5
22954,ST,14
14318,GWL,17
98151,PNVL,2
12254,HWH,9
15654,GHY,43
14864,NBI,17
16305,TIR,9
18303,BBS,14
98163,PNVL,2
11022,TEN,1
12844,BAM,36
22883,BAM,4
16058,AJJ,6
95739,KYN,9
22859,CHE,8
22955,BRC,9
19715,MTJ,9
40063,MS,4
12245,BBS,2
12948,SWM,12
12614,MYS,4
12902,BL,10
16528,TIR,6
54473,DLI,1
14220,LKO,1
12714,KMT,7
12723,AGC,14
74001,DEE,2
12350,NDLS,1
12146,PURI,1
12736,SC,11
12420,PNK,13
22181,AGC,13
22608,SA,6
40046,MS,15
18405,BBS,4
64078,FDB,7
22864,HWH,12
59024,VAPI,5
59355,MTJ,65
67249,TDU,1
97010,DR,17
74024,DLI,36
12612,OGL,9
22481,GGN,17
97347,TNA,17
19215,BVI,3
19021,RTM,10
19025,AN,8
97426,DR,10
74845,HSR,28
12721,GWL,40
99037,TNA,1
12518,GHY,1
15097,SGG,2
12252,YPR,26
19404,DLI,7
97364,DR,10
64014,NDLS,6
12230,HPU,3
22135,PPI,9
82606,MS,15
54075,DLI,40
59550,ND,5
64212,ON,4
12833,TRO,36
64464,ANDI,15
15652,JAT,1
12253,KJM,2
64958,AGC,19
40381,MSB,1
12254,JMP,2
64531,SNP,10
64493,PWL,1
12164,KYN,21
96108,KJT,1
22663,ST,16
40320,MSB,2
7146,ZN,15
15012,MB,16
64016,NDLS,6
64464,DSB,18
12160,PPI,7
22444,VAPI,3
22935,SGD,10
95122,KJT,1
14310,ASKN,22
22452,BDTS,24
51434,PVR,1
64531,BHD,4
12469,MB,7
13010,RDL,27
97066,KYN,1
40399,MS,4
4991,JAT,14
22481,MHRG,14
12409,DURG,9
12893,DNKL,4
69101,ADI,20
96101,KYN,1
57517,BMT,2
77259,KRMR,8
14866,NBI,17
22443,ST,19
22935,BVI,2
64012,SSB,1
22150,ERS,18
22934,SWM,3
12604,KVZ,16
97138,TNA,8
59037,DRD,8
64206,CNB,1
12961,BVI,2
16502,YNK,2
22866,MMR,16
50104,TNA,37
7149,MRGA,3
12976,SWM,3
22956,BRC,14
19116,BVI,28
12844,NDB,7
14645,MDNR,5
19421,ALY,21
12191,PPI,18
40015,TBM,18
12514,CHE,25
74983,FKA,13
22954,DRD,22
18464,YNK,3
99042,TNA,2
97072,TNA,8
97344,TNA,1
19326,AGC,16
40145,TBM,18
12958,DEC,2
22863,HWH,1
22121,LTT,1
16569,GY,7
12161,AGC,21
12281,BBS,1
12926,FDB,17
22182,AGC,3
22481,JU,1
15651,SRE,36
18610,ALD,14
19056,BRC,14
74984,KKP,13
12646,PGT,25
12336,KYN,2
12959,RDHP,14
12957,JP,7
40317,TBM,18
12839,TUNI,21
56503,NDL,52
67267,BG,11
15903,DMV,6
12129,PUNE,1
16105,TJ,13
19407,JP,9
12722,HYB,46
40345,TBM,18
12905,BRC,10
97027,KYN,24
64011,PWL,1
12936,BVI,8
67249,SC,16
12285,NGP,3
12463,JU,8
22954,ANND,6
59811,LKE,37
18414,PURI,1
22968,STA,3
40031,TBM,18
12764,ZN,2
95101,KYN,1
82653,BRC,16
12934,VAPI,8
12461,PM,3
22878,BAM,17
98096,PNVL,1
12951,ST,3
74004,PM,14
40058,MSB,18
12275,NDLS,2
12461,JP,12
15930,GHY,15
63263,PNBE,1
12130,PUNE,30
12206,DDN,1
12608,AJJ,11
22664,OGL,24
13346,BSB,9
98058,PNVL,1
54794,MTJ,1
17015,BAM,6
12905,DURG,19
76800,TPTN,3
12931,ANND,9
14212,NDLS,1
19264,GGN,4
16570,GWD,6
22683,STA,25
12222,HWH,1
12357,MB,10
18410,HWH,21
22630,TEN,1
22192,PPI,5
14724,CNB,30
67260,BPP,14
12721,ZN,4
19215,SAU,47
19167,ON,44
19016,PLG,57
40005,TBM,6
69161,VR,12
12409,LAR,29
12498,PNP,12
56603,CAN,41
74642,ASR,1
12013,NDLS,1
12420,ON,15
12843,NGP,30
13331,JMU,10
15055,IDH,2
98016,PNVL,1
16854,PRT,13
19707,PNU,20
12639,VN,6
12913,SJP,6
19016,NVS,44
51902,NDLS,3
97371,TNA,17
22943,GDA,10
12423,DPU,5
12923,MTY,9
12735,SC,1
12376,BLGR,9
25658,SDAH,37
12314,SDAH,8
12986,GGN,3
40306,MSB,2
12469,ON,2
12334,ZNA,7
15602,ALD,3
12433,NGP,5
13303,RNC,10
14724,BGZ,9
19223,JU,12
22881,BAM,12
11408,MMR,13
12333,PNBE,15
14266,SEO,15
15647,BARH,29
12916,DLI,1
56231,MAD,8
64557,MDNR,10
12331,MB,23
16094,NGP,13
54423,DLI,1
12244,TUP,2
15631,JP,10
12313,SDAH,1
18646,BAM,33
12921,BVI,3
18312,BSB,1
64064,NZM,6
12191,GWL,7
40011,MS,4
22644,CBE,38
64089,NDLS,17
12424,CNB,2
19046,VYA,33
64255,CPA,14
12277,PURI,8
40111,MSB,1
98141,PNVL,2
14056,NLV,41
40001,TBM,18
14318,FDB,11
12904,DDR,34
40337,MSB,1
64015,DKZ,13
69109,BRC,23
58535,PRDP,14
40107,TBM,18
12046,KUN,3
18215,PNP,16
40313,TBM,18
64491,OKA,7
12903,MTC,23
16507,SBC,46
22652,MAS,20
15618,NHLN,1
18203,UMR,10
97390,DR,10
22684,YNK,30
57601,NZB,23
22110,KYN,8
12846,TPTY,7
12163,GY,15
12956,BVI,18
51401,LONI,4
74909,UHP,19
22454,HPU,2
12435,LKO,23
16360,TPTY,33
97155,TNA,10
14163,MTC,30
18311,RNC,10
22643,BZA,13
40412,MSB,2
12177,GWL,31
19016,ND,25
99020,TNA,2
22652,RASP,13
14056,DLI,1
22881,WADI,4
15666,GHY,9
22888,BBS,15
12931,ST,6
98090,PNVL,1
12465,INDB,1
12514,CTC,19
11203,NGP,1
12304,BARH,14
19033,BL,1
11448,PUS,14
12308,DHN,25
96119,KYN,1
12781,MYS,1
12655,VYA,8
12933,BCT,1
22664,JU,1
12722,BHS,16
12940,ST,9
15960,GHY,19
54284,SLN,18
12349,PNC,8
55306,KPV,4
12612,MAS,11
12292,YPR,7
12656,VYA,34
40016,MS,15
12309,ALD,4
54635,LDH,28
54325,ON,27
15160,BSB,35
97041,TNA,17
12721,FDB,45
22451,ADI,7
22992,VAPI,10
55680,AGTL,14
63597,ASN,29
67267,WL,1
11074,LTT,17
17405,TPTY,1
12863,BAM,11
40059,TBM,18
12235,LKO,23
54284,LKO,1
56714,KIK,18
19578,ERS,23
55663,DMR,14
56215,YPR,1
59046,BDTS,23
12237,JAT,13
95715,KYN,14
22402,DEE,8
97446,DR,9
13151,SJNP,90
22811,CNB,13
54804,PMY,50
12932,BCT,11
96105,KJT,9
22444,RMA,10
19402,MTJ,10
97340,TNA,1
12480,ST,3
97392,DR,10
11077,AGC,35
18464,HUP,5
11702,INDB,1
12639,KJM,10
12980,BVI,15
40413,MS,4
12376,SBP,7
12917,ND,2
40315,MSB,1
22872,NLR,3
74981,FKA,13
95738,KYN,1
13304,RNC,1
40153,MSB,1
40028,TBM,1
7757,BZA,6
12009,BCT,1
56106,RASP,5
95730,TNA,3
19015,DRD,9
19302,GWD,6
16187,ERN,28
22706,DSJ,5
15632,JU,30
16502,HUP,3
64494,OKA,2
15651,MB,33
12190,MYR,25
20813,SEH,30
54055,DLI,26
95743,KYN,17
18201,STA,11
22878,CTC,20
15648,PNBE,31
40333,TBM,18
22411,CNB,15
22630,DR,26
12135,NGP,18
15205,CNB,3
13009,RMU,66
16187,TCR,22
97082,DR,17
19264,RE,7
97031,TNA,17
19201,KJT,10
54834,HNS,3
19578,BRC,6
12285,SC,1
22928,VAPI,12
69110,BH,13
40152,TBM,1
13138,CPR,6
22927,BH,16
40395,MS,4
40125,MSB,1
12382,BSB,8
22454,MB,4
22877,CHE,10
11405,PUNE,1
15159,STA,28
12190,PWL,3
82654,YPR,18
19016,PAD,48
77674,KCG,1
12548,JP,9
19707,NVS,6
22607,OTP,4
12825,RNC,1
12469,SRE,9
19402,LKO,1
22859,BAM,5
19015,ANND,37
12770,TPTY,17
22630,KRR,6
22887,OGL,15
12610,MAS,19
12844,CHE,34
15097,LKO,18
19021,LJN,23
22883,CHE,7
12382,NDLS,1
22453,AMRO,8
22138,ND,2
64075,NDLS,11
64255,ON,10
64013,PWL,1
19421,ALD,20
59812,RTM,71
15929,LKA,41
17405,ADB,61
59439,BH,47
97150,TNA,8
12967,RMA,28
37654,MYM,1
40088,MSB,2
77260,NZB,8
19028,JU,18
19264,AWR,9
19326,JUC,3
13332,RJPB,2
64536,DLI,18
99038,TNA,2
19020,NZM,20
16359,JBP,34
14801,RTM,37
15904,DBRG,35
64014,DKZ,4
12622,AGC,2
19414,SGRL,13
22629,UD,12
56385,KTYM,12
1656,JBP,1
19326,SRE,7
15012,SRE,5
64253,KAP,16
54334,RDL,12
12904,NZM,14
11203,NSD,22
12833,BRC,5
13134,BARH,35
59356,LKE,28
22953,VAPI,8
56267,ASK,1
37653,HWH,1
40007,MS,4
93021,VR,1
12904,BVI,33
54473,MTC,18
97020,TNA,8
40137,MS,4
18645,PAP,43
64016,DKZ,4
59045,BVI,3
51912,DSA,35
12360,JMU,7
22933,BVI,2
12327,DDN,20
18646,CTC,43
12365,JHD,3
12877,ALD,13
19020,BVI,91
19015,ST,23
12722,NZM,1
12969,SJP,28
12162,MMR,16
12863,CTC,7
15630,TBM,40
12283,BSR,7
12510,HWH,18
50104,PEN,24
53212,SSM,1
69107,ND,11
64077,OKA,7
74026,SMQL,1
12840,EE,9
12986,AWR,4
95907,TNA,6
401,BSB,12
43821,MSB,1
56225,YPR,3
12480,ANND,6
16527,CBE,9
97391,TNA,17
59721,BNW,36
14854,BSB,37
19056,MSH,9
25658,SCL,1
12423,ALD,20
12924,SJP,9
97435,TNA,17
54601,HSR,1
12376,EE,20
12270,NGP,4
18005,TIG,33
22953,AKV,16
63233,DURE,16
95130,KYN,7
64536,PNP,1
40351,MSB,1
97389,TNA,17
98004,PNVL,1
19713,UJN,8
22912,SJP,31
99031,TNA,1
40303,MS,4
11204,MTY,24
76820,TJ,8
12864,CLX,13
99008,TNA,2
20813,SKT,15
12616,MRA,7
16203,MAS,1
12514,BAM,23
12525,DPU,17
22705,DSJ,10
12974,UJN,6
13050,DURE,61
19707,ND,12
64206,AMS,11
97356,DR,10
97152,KYN,1
40383,MSB,1
12307,AF,19
15660,GHY,8
12962,GDA,11
12903,SWM,13
11077,NGN,8
13152,SEO,31
14056,DMV,54
95705,KYN,9
19062,SWM,16
12654,TPJ,1
12904,ASR,1
54060,DLI,24
98110,PNVL,1
51906,DLI,16
12145,KYN,2
12975,KCG,14
11125,UJN,3
22684,HUP,29
95712,TNA,3
12732,TPTY,16
12959,ANND,6
12970,SWM,3
12319,CNB,7
11095,BH,5
99040,TNA,2
22481,RE,15
97310,DR,10
1706,BVI,13
66014,AJJ,11
17014,UDGR,8
2731,JP,29
40117,TBM,18
11407,LJN,17
12766,NZB,11
12781,SLI,13
51753,CHRM,30
16053,PUT,6
64062,PWL,13
22877,CTC,5
40421,TBM,18
11022,DR,39
18611,SSM,23
11063,MS,1
98084,PNVL,1
12901,NVS,6
12526,KOAA,23
17015,CHE,13
64089,DKZ,16
40078,TBM,1
56108,RASP,5
22865,TNA,2
99033,TNA,1
68088,DHN,1
56514,SA,22
12975,PAR,24
18213,JP,20
15646,KYN,46
12914,SJP,9
14853,NBI,21
12901,PLG,4
64015,NDLS,11
12833,DURG,41
98112,PNVL,1
12193,NGP,15
12415,NDLS,22
12967,WL,5
22878,CHE,15
40003,MSB,1
69174,BVI,10
25014,RMR,1
12801,SSM,23
59442,BRC,20
40102,MSB,2
98097,PNVL,2
19215,DDR,2
97107,KYN,17
12708,TPTY,20
22884,NDL,7
11022,KRR,8
64001,SMK,16
