flight_number,airline,origin_cityname,destination_cityname
357,TestIndigo,Hyderabad,Bengaluru
265,TestIndigo,Hyderabad,Bengaluru
511,TestIndigo,Hyderabad,Bengaluru
483,TestIndigo,Hyderabad,Bengaluru
678,TestIndigo,Thiruvananthapuram,Bengaluru
678,TestIndigo,Thiruvananthapuram,Bengaluru
874,TestIndigo,Thiruvananthapuram,Bengaluru
279,TestIndigo,Thiruvananthapuram,Bengaluru
279,TestIndigo,Thiruvananthapuram,Bengaluru
676,TestIndigo,Thiruvananthapuram,Bengaluru
682,TestIndigo,Thiruvananthapuram,Bengaluru
682,TestIndigo,Thiruvananthapuram,Bengaluru
2376,TestIndigo,Delhi,Bengaluru
2376,TestIndigo,Delhi,Bengaluru
2624,TestIndigo,Delhi,Bengaluru
2134,TestIndigo,Delhi,Bengaluru
2133,TestIndigo,Delhi,Bengaluru
2458,TestIndigo,Delhi,Bengaluru
2458,TestIndigo,Delhi,Bengaluru
2929,TestIndigo,Delhi,Bengaluru
2297,TestIndigo,Delhi,Bengaluru
2297,TestIndigo,Delhi,Bengaluru
2423,TestIndigo,Delhi,Bengaluru
2423,TestIndigo,Delhi,Bengaluru
2839,TestIndigo,Delhi,Bengaluru
2839,TestIndigo,Delhi,Bengaluru
2123,TestIndigo,Delhi,Bengaluru
2306,TestIndigo,Delhi,Bengaluru
2306,TestIndigo,Delhi,Bengaluru
2637,TestIndigo,Delhi,Bengaluru
2963,TestIndigo,Delhi,Bengaluru
2131,TestIndigo,Delhi,Bengaluru
2273,TestIndigo,Delhi,Bengaluru
2273,TestIndigo,Delhi,Bengaluru
2977,TestIndigo,Delhi,Bengaluru
115,TestIndigo,Varanasi,Bengaluru
115,TestIndigo,Varanasi,Bengaluru
687,TestIndigo,Varanasi,Bengaluru
144,TestIndigo,Varanasi,Bengaluru
938,TestIndigo,Bhubaneswar,Bengaluru
938,TestIndigo,Bhubaneswar,Bengaluru
157,TestIndigo,Bhubaneswar,Bengaluru
157,TestIndigo,Bhubaneswar,Bengaluru
115,TestIndigo,Bhubaneswar,Bengaluru
445,TestIndigo,Bhubaneswar,Bengaluru
317,TestIndigo,Bhubaneswar,Bengaluru
317,TestIndigo,Bhubaneswar,Bengaluru
492,TestIndigo,Bhubaneswar,Bengaluru
3869,TestIndigo,Bhubaneswar,Bengaluru
3869,TestIndigo,Bhubaneswar,Bengaluru
7128,TestIndigo,Calicut,Bengaluru
415,TestIndigo,Nagpur,Bengaluru
727,TestIndigo,Nagpur,Bengaluru
431,TestIndigo,Nagpur,Bengaluru
436,TestIndigo,Nagpur,Bengaluru
909,TestIndigo,Nagpur,Bengaluru
7217,TestIndigo,Madurai,Bengaluru
7219,TestIndigo,Madurai,Bengaluru
7219,TestIndigo,Madurai,Bengaluru
445,TestIndigo,Bagdogra,Bengaluru
445,TestIndigo,Bagdogra,Bengaluru
445,TestIndigo,Bagdogra,Bengaluru
445,TestIndigo,Bagdogra,Bengaluru
445,TestIndigo,Bagdogra,Bengaluru
445,TestIndigo,Bagdogra,Bengaluru
814,TestIndigo,Lucknow,Bengaluru
541,TestIndigo,Lucknow,Bengaluru
541,TestIndigo,Lucknow,Bengaluru
904,TestIndigo,Lucknow,Bengaluru
208,TestIndigo,Lucknow,Bengaluru
904,TestIndigo,Lucknow,Bengaluru
226,TestIndigo,Lucknow,Bengaluru
226,TestIndigo,Lucknow,Bengaluru
226,TestIndigo,Lucknow,Bengaluru
458,TestIndigo,Lucknow,Bengaluru
458,TestIndigo,Lucknow,Bengaluru
521,TestIndigo,Kochi,Bengaluru
537,TestIndigo,Kochi,Bengaluru
172,TestIndigo,Kochi,Bengaluru
172,TestIndigo,Kochi,Bengaluru
369,TestIndigo,Kochi,Bengaluru
369,TestIndigo,Kochi,Bengaluru
528,TestIndigo,Kochi,Bengaluru
349,TestIndigo,Kochi,Bengaluru
412,TestIndigo,Kochi,Bengaluru
349,TestIndigo,Kochi,Bengaluru
709,TestIndigo,Kochi,Bengaluru
848,TestIndigo,Mumbai,Bengaluru
199,TestIndigo,Mumbai,Bengaluru
715,TestIndigo,Mumbai,Bengaluru
236,TestIndigo,Mumbai,Bengaluru
6939,TestIndigo,Mumbai,Bengaluru
6939,TestIndigo,Mumbai,Bengaluru
3177,TestIndigo,Mumbai,Bengaluru
5533,TestIndigo,Mumbai,Bengaluru
463,TestIndigo,Mumbai,Bengaluru
463,TestIndigo,Mumbai,Bengaluru
799,TestIndigo,Mumbai,Bengaluru
949,TestIndigo,Mumbai,Bengaluru
825,TestIndigo,Mumbai,Bengaluru
565,TestIndigo,Mumbai,Bengaluru
287,TestIndigo,Visakhapatnam,Bengaluru
287,TestIndigo,Visakhapatnam,Bengaluru
422,TestIndigo,Visakhapatnam,Bengaluru
216,TestIndigo,Visakhapatnam,Bengaluru
647,TestIndigo,Visakhapatnam,Bengaluru
839,TestIndigo,Visakhapatnam,Bengaluru
491,TestIndigo,Amritsar,Bengaluru
491,TestIndigo,Amritsar,Bengaluru
478,TestIndigo,Amritsar,Bengaluru
478,TestIndigo,Amritsar,Bengaluru
992,TestIndigo,Imphal,Bengaluru
7119,TestIndigo,Rajahmundry,Bengaluru
239,TestIndigo,Patna,Bengaluru
239,TestIndigo,Patna,Bengaluru
178,TestIndigo,Patna,Bengaluru
178,TestIndigo,Patna,Bengaluru
178,TestIndigo,Patna,Bengaluru
737,TestIndigo,Patna,Bengaluru
6237,TestIndigo,Agra,Bengaluru
491,TestIndigo,Dehradun,Bengaluru
6134,TestIndigo,Dehradun,Bengaluru
912,TestIndigo,Dehradun,Bengaluru
393,TestIndigo,Port Blair,Bengaluru
169,TestIndigo,Ahmedabad,Bengaluru
169,TestIndigo,Ahmedabad,Bengaluru
698,TestIndigo,Ahmedabad,Bengaluru
698,TestIndigo,Ahmedabad,Bengaluru
823,TestIndigo,Ahmedabad,Bengaluru
758,TestIndigo,Ahmedabad,Bengaluru
758,TestIndigo,Ahmedabad,Bengaluru
6136,TestIndigo,Ahmedabad,Bengaluru
893,TestIndigo,Ahmedabad,Bengaluru
893,TestIndigo,Ahmedabad,Bengaluru
735,TestIndigo,Ahmedabad,Bengaluru
996,TestIndigo,Ahmedabad,Bengaluru
823,TestIndigo,Ahmedabad,Bengaluru
758,TestIndigo,Ahmedabad,Bengaluru
758,TestIndigo,Ahmedabad,Bengaluru
893,TestIndigo,Ahmedabad,Bengaluru
893,TestIndigo,Ahmedabad,Bengaluru
735,TestIndigo,Ahmedabad,Bengaluru
996,TestIndigo,Ahmedabad,Bengaluru
169,TestIndigo,Jaipur,Bengaluru
169,TestIndigo,Jaipur,Bengaluru
642,TestIndigo,Jaipur,Bengaluru
498,TestIndigo,Jaipur,Bengaluru
556,TestIndigo,Jaipur,Bengaluru
839,TestIndigo,Jaipur,Bengaluru
7203,TestIndigo,Vijayawada,Bengaluru
7133,TestIndigo,Vijayawada,Bengaluru
499,TestIndigo,Ranchi,Bengaluru
485,TestIndigo,Ranchi,Bengaluru
997,TestIndigo,Ranchi,Bengaluru
997,TestIndigo,Ranchi,Bengaluru
108,TestIndigo,Ranchi,Bengaluru
989,TestIndigo,Indore,Bengaluru
703,TestIndigo,Indore,Bengaluru
737,TestIndigo,Indore,Bengaluru
808,TestIndigo,Indore,Bengaluru
6138,TestIndigo,Indore,Bengaluru
708,TestIndigo,Indore,Bengaluru
808,TestIndigo,Indore,Bengaluru
705,TestIndigo,Indore,Bengaluru
701,TestIndigo,Vadodara,Bengaluru
701,TestIndigo,Vadodara,Bengaluru
5997,TestIndigo,Allahabad,Bengaluru
5997,TestIndigo,Allahabad,Bengaluru
5997,TestIndigo,Allahabad,Bengaluru
5997,TestIndigo,Allahabad,Bengaluru
5997,TestIndigo,Allahabad,Bengaluru
406,TestIndigo,Raipur,Bengaluru
406,TestIndigo,Raipur,Bengaluru
829,TestIndigo,Raipur,Bengaluru
491,TestIndigo,Chandigarh,Bengaluru
491,TestIndigo,Chandigarh,Bengaluru
491,TestIndigo,Chandigarh,Bengaluru
491,TestIndigo,Chandigarh,Bengaluru
593,TestIndigo,Chandigarh,Bengaluru
593,TestIndigo,Chandigarh,Bengaluru
681,TestIndigo,Pune,Bengaluru
681,TestIndigo,Pune,Bengaluru
819,TestIndigo,Pune,Bengaluru
391,TestIndigo,Pune,Bengaluru
407,TestIndigo,Pune,Bengaluru
407,TestIndigo,Pune,Bengaluru
758,TestIndigo,Pune,Bengaluru
105,TestIndigo,Pune,Bengaluru
103,TestIndigo,Pune,Bengaluru
221,TestIndigo,Pune,Bengaluru
499,TestIndigo,Udaipur,Bengaluru
7106,TestIndigo,Tirupati,Bengaluru
7113,TestIndigo,Tirupati,Bengaluru
325,TestIndigo,Guwahati,Bengaluru
325,TestIndigo,Guwahati,Bengaluru
325,TestIndigo,Guwahati,Bengaluru
325,TestIndigo,Guwahati,Bengaluru
389,TestIndigo,Guwahati,Bengaluru
389,TestIndigo,Guwahati,Bengaluru
335,TestIndigo,Guwahati,Bengaluru
335,TestIndigo,Guwahati,Bengaluru
316,TestIndigo,Guwahati,Bengaluru
851,TestIndigo,Chennai,Bengaluru
851,TestIndigo,Chennai,Bengaluru
603,TestIndigo,Chennai,Bengaluru
7213,TestIndigo,Chennai,Bengaluru
7213,TestIndigo,Chennai,Bengaluru
271,TestIndigo,Chennai,Bengaluru
253,TestIndigo,Chennai,Bengaluru
238,TestIndigo,Chennai,Bengaluru
119,TestIndigo,Chennai,Bengaluru
119,TestIndigo,Chennai,Bengaluru
847,TestIndigo,Chennai,Bengaluru
7224,TestIndigo,Chennai,Bengaluru
232,TestIndigo,Chennai,Bengaluru
662,TestIndigo,Hubli,Bengaluru
662,TestIndigo,Hubli,Bengaluru
2066,TestIndigo,Surat,Bengaluru
312,TestIndigo,Coimbatore,Bengaluru
347,TestIndigo,Coimbatore,Bengaluru
347,TestIndigo,Coimbatore,Bengaluru
355,TestIndigo,Coimbatore,Bengaluru
525,TestIndigo,Agartala,Bengaluru
525,TestIndigo,Agartala,Bengaluru
7161,TestIndigo,Tiruchirappalli,Bengaluru
617,TestIndigo,Goa,Bengaluru
477,TestIndigo,Goa,Bengaluru
477,TestIndigo,Goa,Bengaluru
714,TestIndigo,Goa,Bengaluru
714,TestIndigo,Goa,Bengaluru
714,TestIndigo,Goa,Bengaluru
281,TestIndigo,Goa,Bengaluru
6323,TestIndigo,Goa,Bengaluru
379,TestIndigo,Kolkata,Bengaluru
379,TestIndigo,Kolkata,Bengaluru
379,TestIndigo,Kolkata,Bengaluru
345,TestIndigo,Kolkata,Bengaluru
822,TestIndigo,Kolkata,Bengaluru
958,TestIndigo,Kolkata,Bengaluru
994,TestIndigo,Kolkata,Bengaluru
6965,TestIndigo,Kolkata,Bengaluru
6965,TestIndigo,Kolkata,Bengaluru
875,TestIndigo,Kolkata,Bengaluru
342,TestIndigo,Kolkata,Bengaluru
716,TestIndigo,Kolkata,Bengaluru
716,TestIndigo,Kolkata,Bengaluru
716,TestIndigo,Kolkata,Bengaluru
506,TestIndigo,Kolkata,Bengaluru
6142,TestIndigo,Kolkata,Bengaluru
897,TestIndigo,Mangalore,Bengaluru
178,TestIndigo,Mangalore,Bengaluru
877,TestIndigo,Mangalore,Bengaluru
7201,TestIndigo,Hyderabad,Vijayawada
7201,TestIndigo,Hyderabad,Vijayawada
7205,TestIndigo,Hyderabad,Vijayawada
7211,TestIndigo,Hyderabad,Vijayawada
423,TestIndigo,Delhi,Vijayawada
7204,TestIndigo,Bengaluru,Vijayawada
7134,TestIndigo,Bengaluru,Vijayawada
7204,TestIndigo,Bengaluru,Vijayawada
7204,TestIndigo,Bengaluru,Vijayawada
7132,TestIndigo,Chennai,Vijayawada
7208,TestIndigo,Chennai,Vijayawada
7231,TestIndigo,Chennai,Vijayawada
717,TestIndigo,Hyderabad,Ranchi
421,TestIndigo,Delhi,Ranchi
509,TestIndigo,Delhi,Ranchi
6325,TestIndigo,Delhi,Ranchi
6325,TestIndigo,Delhi,Ranchi
5097,TestIndigo,Delhi,Ranchi
499,TestIndigo,Patna,Ranchi
485,TestIndigo,Patna,Ranchi
787,TestIndigo,Patna,Ranchi
498,TestIndigo,Bengaluru,Ranchi
822,TestIndigo,Bengaluru,Ranchi
822,TestIndigo,Bengaluru,Ranchi
106,TestIndigo,Bengaluru,Ranchi
106,TestIndigo,Bengaluru,Ranchi
822,TestIndigo,Bengaluru,Ranchi
3955,TestIndigo,Kolkata,Ranchi
344,TestIndigo,Kolkata,Ranchi
997,TestIndigo,Kolkata,Ranchi
997,TestIndigo,Kolkata,Ranchi
416,TestIndigo,Hyderabad,Indore
416,TestIndigo,Hyderabad,Indore
656,TestIndigo,Delhi,Indore
656,TestIndigo,Delhi,Indore
733,TestIndigo,Delhi,Indore
436,TestIndigo,Delhi,Indore
646,TestIndigo,Delhi,Indore
509,TestIndigo,Nagpur,Indore
388,TestIndigo,Nagpur,Indore
438,TestIndigo,Lucknow,Indore
496,TestIndigo,Mumbai,Indore
181,TestIndigo,Mumbai,Indore
741,TestIndigo,Mumbai,Indore
225,TestIndigo,Mumbai,Indore
704,TestIndigo,Ahmedabad,Indore
811,TestIndigo,Bengaluru,Indore
702,TestIndigo,Bengaluru,Indore
702,TestIndigo,Bengaluru,Indore
807,TestIndigo,Bengaluru,Indore
807,TestIndigo,Bengaluru,Indore
691,TestIndigo,Bengaluru,Indore
691,TestIndigo,Bengaluru,Indore
691,TestIndigo,Bengaluru,Indore
988,TestIndigo,Bengaluru,Indore
702,TestIndigo,Bengaluru,Indore
807,TestIndigo,Bengaluru,Indore
245,TestIndigo,Raipur,Indore
708,TestIndigo,Raipur,Indore
143,TestIndigo,Chennai,Indore
252,TestIndigo,Goa,Indore
378,TestIndigo,Kolkata,Indore
378,TestIndigo,Kolkata,Indore
378,TestIndigo,Kolkata,Indore
378,TestIndigo,Kolkata,Indore
285,TestIndigo,Hyderabad,Vadodara
285,TestIndigo,Hyderabad,Vadodara
285,TestIndigo,Hyderabad,Vadodara
285,TestIndigo,Hyderabad,Vadodara
2702,TestIndigo,Delhi,Vadodara
2702,TestIndigo,Delhi,Vadodara
2064,TestIndigo,Delhi,Vadodara
2698,TestIndigo,Delhi,Vadodara
2698,TestIndigo,Delhi,Vadodara
567,TestIndigo,Mumbai,Vadodara
621,TestIndigo,Mumbai,Vadodara
747,TestIndigo,Bengaluru,Vadodara
747,TestIndigo,Bengaluru,Vadodara
7252,TestIndigo,Guwahati,Silchar
7249,TestIndigo,Kolkata,Silchar
7249,TestIndigo,Kolkata,Silchar
5998,TestIndigo,Bengaluru,Allahabad
5998,TestIndigo,Bengaluru,Allahabad
7987,TestIndigo,Raipur,Allahabad
7988,TestIndigo,Kolkata,Allahabad
7988,TestIndigo,Kolkata,Allahabad
472,TestIndigo,Hyderabad,Raipur
384,TestIndigo,Hyderabad,Raipur
334,TestIndigo,Hyderabad,Raipur
297,TestIndigo,Hyderabad,Raipur
466,TestIndigo,Hyderabad,Raipur
466,TestIndigo,Hyderabad,Raipur
471,TestIndigo,Hyderabad,Raipur
2757,TestIndigo,Delhi,Raipur
2757,TestIndigo,Delhi,Raipur
2393,TestIndigo,Delhi,Raipur
2201,TestIndigo,Delhi,Raipur
2912,TestIndigo,Delhi,Raipur
7234,TestIndigo,Bhubaneswar,Raipur
801,TestIndigo,Mumbai,Raipur
324,TestIndigo,Mumbai,Raipur
712,TestIndigo,Mumbai,Raipur
712,TestIndigo,Mumbai,Raipur
6405,TestIndigo,Bengaluru,Raipur
6405,TestIndigo,Bengaluru,Raipur
405,TestIndigo,Bengaluru,Raipur
405,TestIndigo,Bengaluru,Raipur
405,TestIndigo,Bengaluru,Raipur
405,TestIndigo,Bengaluru,Raipur
828,TestIndigo,Bengaluru,Raipur
6405,TestIndigo,Bengaluru,Raipur
405,TestIndigo,Bengaluru,Raipur
811,TestIndigo,Indore,Raipur
252,TestIndigo,Indore,Raipur
7986,TestIndigo,Allahabad,Raipur
7989,TestIndigo,Allahabad,Raipur
796,TestIndigo,Chennai,Raipur
574,TestIndigo,Chennai,Raipur
245,TestIndigo,Kolkata,Raipur
245,TestIndigo,Kolkata,Raipur
708,TestIndigo,Kolkata,Raipur
7183,TestIndigo,Chennai,Tuticorin
7183,TestIndigo,Chennai,Tuticorin
7185,TestIndigo,Chennai,Tuticorin
7187,TestIndigo,Chennai,Tuticorin
7187,TestIndigo,Chennai,Tuticorin
269,TestIndigo,Hyderabad,Chandigarh
269,TestIndigo,Hyderabad,Chandigarh
545,TestIndigo,Delhi,Chandigarh
545,TestIndigo,Delhi,Chandigarh
937,TestIndigo,Delhi,Chandigarh
495,TestIndigo,Mumbai,Chandigarh
734,TestIndigo,Mumbai,Chandigarh
3514,TestIndigo,Bengaluru,Chandigarh
3514,TestIndigo,Bengaluru,Chandigarh
3512,TestIndigo,Bengaluru,Chandigarh
3512,TestIndigo,Bengaluru,Chandigarh
592,TestIndigo,Bengaluru,Chandigarh
592,TestIndigo,Bengaluru,Chandigarh
592,TestIndigo,Bengaluru,Chandigarh
592,TestIndigo,Bengaluru,Chandigarh
6512,TestIndigo,Bengaluru,Chandigarh
592,TestIndigo,Bengaluru,Chandigarh
6514,TestIndigo,Bengaluru,Chandigarh
592,TestIndigo,Bengaluru,Chandigarh
372,TestIndigo,Kolkata,Chandigarh
372,TestIndigo,Kolkata,Chandigarh
6372,TestIndigo,Kolkata,Chandigarh
376,TestIndigo,Srinagar,Chandigarh
376,TestIndigo,Srinagar,Chandigarh
241,TestIndigo,Hyderabad,Pune
241,TestIndigo,Hyderabad,Pune
241,TestIndigo,Hyderabad,Pune
241,TestIndigo,Hyderabad,Pune
241,TestIndigo,Hyderabad,Pune
241,TestIndigo,Hyderabad,Pune
311,TestIndigo,Hyderabad,Pune
496,TestIndigo,Hyderabad,Pune
118,TestIndigo,Hyderabad,Pune
177,TestIndigo,Delhi,Pune
177,TestIndigo,Delhi,Pune
643,TestIndigo,Delhi,Pune
643,TestIndigo,Delhi,Pune
769,TestIndigo,Delhi,Pune
769,TestIndigo,Delhi,Pune
105,TestIndigo,Delhi,Pune
286,TestIndigo,Delhi,Pune
671,TestIndigo,Delhi,Pune
951,TestIndigo,Delhi,Pune
209,TestIndigo,Nagpur,Pune
135,TestIndigo,Nagpur,Pune
221,TestIndigo,Nagpur,Pune
835,TestIndigo,Lucknow,Pune
835,TestIndigo,Lucknow,Pune
337,TestIndigo,Kochi,Pune
528,TestIndigo,Kochi,Pune
351,TestIndigo,Ahmedabad,Pune
351,TestIndigo,Ahmedabad,Pune
202,TestIndigo,Ahmedabad,Pune
674,TestIndigo,Ahmedabad,Pune
351,TestIndigo,Ahmedabad,Pune
202,TestIndigo,Ahmedabad,Pune
674,TestIndigo,Ahmedabad,Pune
116,TestIndigo,Jaipur,Pune
682,TestIndigo,Bengaluru,Pune
699,TestIndigo,Bengaluru,Pune
408,TestIndigo,Bengaluru,Pune
6104,TestIndigo,Bengaluru,Pune
287,TestIndigo,Bengaluru,Pune
528,TestIndigo,Bengaluru,Pune
528,TestIndigo,Bengaluru,Pune
426,TestIndigo,Bengaluru,Pune
426,TestIndigo,Bengaluru,Pune
232,TestIndigo,Bengaluru,Pune
952,TestIndigo,Bengaluru,Pune
699,TestIndigo,Bengaluru,Pune
408,TestIndigo,Bengaluru,Pune
408,TestIndigo,Bengaluru,Pune
6104,TestIndigo,Bengaluru,Pune
6287,TestIndigo,Bengaluru,Pune
401,TestIndigo,Chennai,Pune
401,TestIndigo,Chennai,Pune
502,TestIndigo,Chennai,Pune
502,TestIndigo,Chennai,Pune
311,TestIndigo,Chennai,Pune
385,TestIndigo,Chennai,Pune
631,TestIndigo,Coimbatore,Pune
117,TestIndigo,Goa,Pune
794,TestIndigo,Kolkata,Pune
794,TestIndigo,Kolkata,Pune
277,TestIndigo,Kolkata,Pune
6248,TestIndigo,Kolkata,Pune
481,TestIndigo,Hyderabad,Udaipur
2746,TestIndigo,Delhi,Udaipur
2554,TestIndigo,Delhi,Udaipur
749,TestIndigo,Mumbai,Udaipur
764,TestIndigo,Mumbai,Udaipur
764,TestIndigo,Mumbai,Udaipur
442,TestIndigo,Jaipur,Udaipur
442,TestIndigo,Jaipur,Udaipur
442,TestIndigo,Jaipur,Udaipur
968,TestIndigo,Bengaluru,Udaipur
968,TestIndigo,Bengaluru,Udaipur
978,TestIndigo,Bengaluru,Udaipur
513,TestIndigo,Chennai,Udaipur
7105,TestIndigo,Hyderabad,Tirupati
7105,TestIndigo,Hyderabad,Tirupati
7112,TestIndigo,Hyderabad,Tirupati
7116,TestIndigo,Hyderabad,Tirupati
7993,TestIndigo,Kolhapur,Tirupati
7107,TestIndigo,Bengaluru,Tirupati
7114,TestIndigo,Bengaluru,Tirupati
7107,TestIndigo,Bengaluru,Tirupati
251,TestIndigo,Delhi,Guwahati
251,TestIndigo,Delhi,Guwahati
939,TestIndigo,Delhi,Guwahati
889,TestIndigo,Delhi,Guwahati
694,TestIndigo,Delhi,Guwahati
954,TestIndigo,Varanasi,Guwahati
726,TestIndigo,Bhubaneswar,Guwahati
433,TestIndigo,Bagdogra,Guwahati
433,TestIndigo,Bagdogra,Guwahati
659,TestIndigo,Kochi,Guwahati
958,TestIndigo,Mumbai,Guwahati
813,TestIndigo,Mumbai,Guwahati
895,TestIndigo,Amritsar,Guwahati
895,TestIndigo,Amritsar,Guwahati
614,TestIndigo,Imphal,Guwahati
3906,TestIndigo,Imphal,Guwahati
187,TestIndigo,Imphal,Guwahati
6146,TestIndigo,Ahmedabad,Guwahati
457,TestIndigo,Bengaluru,Guwahati
119,TestIndigo,Bengaluru,Guwahati
119,TestIndigo,Bengaluru,Guwahati
119,TestIndigo,Bengaluru,Guwahati
798,TestIndigo,Bengaluru,Guwahati
798,TestIndigo,Bengaluru,Guwahati
457,TestIndigo,Bengaluru,Guwahati
7251,TestIndigo,Silchar,Guwahati
112,TestIndigo,Chennai,Guwahati
112,TestIndigo,Chennai,Guwahati
112,TestIndigo,Chennai,Guwahati
112,TestIndigo,Chennai,Guwahati
112,TestIndigo,Chennai,Guwahati
112,TestIndigo,Chennai,Guwahati
571,TestIndigo,Chennai,Guwahati
364,TestIndigo,Chennai,Guwahati
3645,TestIndigo,Dibrugarh,Guwahati
465,TestIndigo,Agartala,Guwahati
465,TestIndigo,Agartala,Guwahati
465,TestIndigo,Agartala,Guwahati
524,TestIndigo,Agartala,Guwahati
316,TestIndigo,Agartala,Guwahati
465,TestIndigo,Agartala,Guwahati
524,TestIndigo,Agartala,Guwahati
524,TestIndigo,Agartala,Guwahati
316,TestIndigo,Agartala,Guwahati
899,TestIndigo,Kolkata,Guwahati
3955,TestIndigo,Kolkata,Guwahati
3955,TestIndigo,Kolkata,Guwahati
623,TestIndigo,Kolkata,Guwahati
623,TestIndigo,Kolkata,Guwahati
207,TestIndigo,Kolkata,Guwahati
833,TestIndigo,Kolkata,Guwahati
557,TestIndigo,Kolkata,Guwahati
244,TestIndigo,Kolkata,Guwahati
292,TestIndigo,Kolkata,Guwahati
7257,TestIndigo,Kolkata,Guwahati
573,TestIndigo,Kolkata,Guwahati
573,TestIndigo,Kolkata,Guwahati
7257,TestIndigo,Kolkata,Guwahati
7236,TestIndigo,Kolkata,Guwahati
7236,TestIndigo,Kolkata,Guwahati
872,TestIndigo,Hyderabad,Chennai
872,TestIndigo,Hyderabad,Chennai
7101,TestIndigo,Hyderabad,Chennai
7101,TestIndigo,Hyderabad,Chennai
791,TestIndigo,Hyderabad,Chennai
311,TestIndigo,Hyderabad,Chennai
3174,TestIndigo,Hyderabad,Chennai
865,TestIndigo,Hyderabad,Chennai
121,TestIndigo,Hyderabad,Chennai
513,TestIndigo,Thiruvananthapuram,Chennai
315,TestIndigo,Thiruvananthapuram,Chennai
343,TestIndigo,Thiruvananthapuram,Chennai
2128,TestIndigo,Delhi,Chennai
2403,TestIndigo,Delhi,Chennai
2985,TestIndigo,Delhi,Chennai
2985,TestIndigo,Delhi,Chennai
2606,TestIndigo,Delhi,Chennai
2606,TestIndigo,Delhi,Chennai
2859,TestIndigo,Delhi,Chennai
2443,TestIndigo,Delhi,Chennai
2315,TestIndigo,Delhi,Chennai
2694,TestIndigo,Delhi,Chennai
2162,TestIndigo,Delhi,Chennai
2519,TestIndigo,Delhi,Chennai
441,TestIndigo,Varanasi,Chennai
441,TestIndigo,Varanasi,Chennai
441,TestIndigo,Varanasi,Chennai
182,TestIndigo,Bhubaneswar,Chennai
795,TestIndigo,Bhubaneswar,Chennai
756,TestIndigo,Bhubaneswar,Chennai
7131,TestIndigo,Calicut,Chennai
7229,TestIndigo,Calicut,Chennai
7165,TestIndigo,Calicut,Chennai
314,TestIndigo,Nagpur,Chennai
7215,TestIndigo,Madurai,Chennai
7217,TestIndigo,Madurai,Chennai
7194,TestIndigo,Madurai,Chennai
7196,TestIndigo,Madurai,Chennai
7198,TestIndigo,Madurai,Chennai
7212,TestIndigo,Madurai,Chennai
518,TestIndigo,Lucknow,Chennai
269,TestIndigo,Kochi,Chennai
141,TestIndigo,Kochi,Chennai
301,TestIndigo,Kochi,Chennai
305,TestIndigo,Kochi,Chennai
571,TestIndigo,Kochi,Chennai
571,TestIndigo,Kochi,Chennai
612,TestIndigo,Kochi,Chennai
755,TestIndigo,Kochi,Chennai
386,TestIndigo,Mumbai,Chennai
229,TestIndigo,Mumbai,Chennai
3834,TestIndigo,Mumbai,Chennai
768,TestIndigo,Mumbai,Chennai
675,TestIndigo,Mumbai,Chennai
459,TestIndigo,Mumbai,Chennai
881,TestIndigo,Visakhapatnam,Chennai
881,TestIndigo,Visakhapatnam,Chennai
512,TestIndigo,Visakhapatnam,Chennai
256,TestIndigo,Visakhapatnam,Chennai
757,TestIndigo,Visakhapatnam,Chennai
538,TestIndigo,Visakhapatnam,Chennai
437,TestIndigo,Amritsar,Chennai
7124,TestIndigo,Rajahmundry,Chennai
624,TestIndigo,Port Blair,Chennai
238,TestIndigo,Ahmedabad,Chennai
238,TestIndigo,Ahmedabad,Chennai
238,TestIndigo,Ahmedabad,Chennai
856,TestIndigo,Ahmedabad,Chennai
238,TestIndigo,Ahmedabad,Chennai
238,TestIndigo,Ahmedabad,Chennai
238,TestIndigo,Ahmedabad,Chennai
856,TestIndigo,Ahmedabad,Chennai
569,TestIndigo,Jaipur,Chennai
437,TestIndigo,Jaipur,Chennai
437,TestIndigo,Jaipur,Chennai
437,TestIndigo,Jaipur,Chennai
736,TestIndigo,Jaipur,Chennai
829,TestIndigo,Bengaluru,Chennai
233,TestIndigo,Bengaluru,Chennai
541,TestIndigo,Bengaluru,Chennai
389,TestIndigo,Bengaluru,Chennai
258,TestIndigo,Bengaluru,Chennai
258,TestIndigo,Bengaluru,Chennai
237,TestIndigo,Bengaluru,Chennai
7221,TestIndigo,Bengaluru,Chennai
7221,TestIndigo,Bengaluru,Chennai
729,TestIndigo,Bengaluru,Chennai
729,TestIndigo,Bengaluru,Chennai
7223,TestIndigo,Bengaluru,Chennai
233,TestIndigo,Bengaluru,Chennai
541,TestIndigo,Bengaluru,Chennai
6212,TestIndigo,Bengaluru,Chennai
389,TestIndigo,Bengaluru,Chennai
7207,TestIndigo,Vijayawada,Chennai
7232,TestIndigo,Vijayawada,Chennai
7135,TestIndigo,Vijayawada,Chennai
145,TestIndigo,Indore,Chennai
7184,TestIndigo,Tuticorin,Chennai
7186,TestIndigo,Tuticorin,Chennai
7186,TestIndigo,Tuticorin,Chennai
7188,TestIndigo,Tuticorin,Chennai
793,TestIndigo,Chandigarh,Chennai
6406,TestIndigo,Pune,Chennai
6406,TestIndigo,Pune,Chennai
159,TestIndigo,Pune,Chennai
302,TestIndigo,Pune,Chennai
547,TestIndigo,Pune,Chennai
547,TestIndigo,Pune,Chennai
514,TestIndigo,Udaipur,Chennai
